2019-02-25 22:31:57,['02/25/19 22:31:57 EST', 24.5, 76.1]
2019-02-25 22:39:11,76.4366*F
2019-02-25 22:39:16,76.55*F
2019-02-25 22:39:33,76.775*F
2019-02-25 22:39:45,79.025*F
2019-02-25 22:39:51,80.2616*F
2019-02-25 22:50:39,77.0*F
2019-02-25 22:50:44,76.8866*F
